lemma,form,rank,tier,count,forms
zunge,zunge,1866,core,269,zunge
maschine,maschine,1867,core,268,maschine
gelang,gelang,1868,core,268,gelang
aufstehen,aufstehen,1869,core,268,aufstehen;aufgestanden;aufzustehen
irgendwas,irgendwas,1873,core,268,irgendwas
zustand,zustand,1874,core,268,zustand
hose,hose,1875,core,267,hose
menschlich,menschliche,1876,core,267,menschliche;menschlichen
gra,gras,1877,core,267,gras
ei,ei,1879,core,267,ei
springen,sprang,1883,core,265,sprang;springen
supermarkt,supermarkt,1884,core,265,supermarkt
bahn,bahn,1885,core,265,bahn
demokratie,demokratie,1890,core,264,demokratie
grenzen,grenzen,1891,core,264,grenzen;grenze
blöd,blöd,1893,core,263,blöd
handy,handy,1894,core,263,handy
rechnung,rechnung,1895,core,263,rechnung
rennen,rannte,1896,core,263,rannte;rennen
boot,boot,1898,core,262,boot
hals,hals,1899,core,262,hals
rose,rosen,1901,core,262,rosen
gehirn,gehirn,1903,core,261,gehirn
spanien,spanien,1906,core,261,spanien
sand,sand,1907,core,261,sand
iss,iss,1908,core,261,iss
beibringen,beigebracht,1909,core,261,beigebracht;beibringen
charakter,charakter,1913,core,260,charakter
daraus,daraus,1915,core,259,daraus
samstag,samstag,1916,core,259,samstag
frisch,frisch,1917,core,259,frisch;frische
belieben,beliebt,1920,core,259,beliebt
inzwischen,inzwischen,1921,core,259,inzwischen
treppe,treppe,1922,core,259,treppe
heimat,heimat,1923,core,259,heimat
elefant,elefanten,1924,core,258,elefanten;elefant
theater,theater,1929,core,257,theater
gericht,gericht,1930,core,256,gericht
voraus,voraus,1931,core,256,voraus
drinnen,drinnen,1934,core,255,drinnen
angesehen,angesehen,1937,core,255,angesehen
schlange,schlange,1938,core,255,schlange
gedicht,gedicht,1940,core,254,gedicht;gedichte
merken,merken,1941,core,254,merken;merkt;gemerkt
streng,streng,1942,core,254,streng
kanada,kanada,1943,core,254,kanada
jacke,jacke,1945,core,254,jacke
dadurch,dadurch,1946,core,253,dadurch
karten,karten,1947,core,253,karten
mau,mauer,1948,core,253,mauer
trauen,trauen,1949,core,253,trauen;traue;traut
längst,längst,1950,core,253,längst
angeln,angeln,1952,core,253,angeln
saßen,saßen,1953,core,253,saßen
fürchten,fürchtet,1954,core,253,fürchtet
unschuldig,unschuldig,1957,core,252,unschuldig
lauten,lautet,1958,core,252,lautet
bißchen,bißchen,1959,core,252,bißchen
prinzessin,prinzessin,1960,core,251,prinzessin
bad,bad,1962,core,251,bad
japaner,japaner,1963,core,250,japaner
kartoffel,kartoffeln,1964,core,250,kartoffeln
dunkelheit,dunkelheit,1966,core,250,dunkelheit
ausdruck,ausdruck,1967,core,250,ausdruck
tatsache,tatsache,1968,core,250,tatsache;tatsachen
europäisch,europäischen,1969,core,250,europäischen;europäische
herrschen,herrscht,1971,core,249,herrscht;herrschte
annehmen,annehmen,1972,core,249,annehmen;angenommen;anzunehmen
größe,größe,1973,core,249,größe
patient,patienten,1974,core,248,patienten;patient
anzug,anzug,1977,core,248,anzug
schulden,schulden,1978,core,248,schulden;schulde
toll,toll,1984,core,247,toll;tolle
vermeiden,vermeiden,1986,core,246,vermeiden
ehemann,ehemann,1990,core,245,ehemann
gefallen,gefiel,1991,core,245,gefiel
dieb,dieb,1992,core,245,dieb
stecken,steckt,1993,core,245,steckt;stecken;steckte
faul,faul,1994,core,244,faul
königin,königin,1995,core,244,königin
kampf,kampf,1997,core,244,kampf
not,not,1998,core,244,not;noten
vermissen,vermisst,2000,core,243,vermisst;vermissen;vermisse
ausgehen,ausgehen,2001,ext,243,ausgehen;ausgegangen
mitte,mitte,2002,ext,243,mitte
unterrichten,unterrichtet,2004,ext,243,unterrichtet;unterrichten
vorbereiten,vorbereitet,2005,ext,242,vorbereitet
aufmerksam,aufmerksam,2006,ext,242,aufmerksam
unglaublich,unglaublich,2007,ext,242,unglaublich
kopfschmerz,kopfschmerzen,2009,ext,242,kopfschmerzen
vertrag,vertrag,2010,ext,242,vertrag
bezeichnen,bezeichnet,2012,ext,242,bezeichnet
beweisen,beweisen,2013,ext,241,beweisen;beweise
blätter,blätter,2014,ext,241,blätter
sau,sauer,2015,ext,241,sauer
durst,durst,2016,ext,241,durst
autor,autor,2018,ext,241,autor
zwingen,gezwungen,2022,ext,239,gezwungen;zwingen
fähigkeit,fähigkeit,2024,ext,239,fähigkeit;fähigkeiten
gegenwart,gegenwart,2026,ext,239,gegenwart
feiern,feiern,2027,ext,239,feiern
unglücklich,unglücklich,2028,ext,238,unglücklich
ferien,ferien,2029,ext,238,ferien
mitten,mitten,2031,ext,238,mitten
bleistift,bleistift,2032,ext,238,bleistift
strom,strom,2034,ext,237,strom
schachtel,schachtel,2036,ext,237,schachtel
betrachten,betrachtet,2037,ext,237,betrachtet;betrachten;betrachte
keks,kekse,2038,ext,237,kekse
worauf,worauf,2039,ext,237,worauf
fünfzig,fünfzig,2042,ext,236,fünfzig
aufgeben,aufgeben,2043,ext,236,aufgeben;aufzugeben
entlang,entlang,2044,ext,236,entlang
sieg,sieg,2046,ext,236,sieg
entwicklung,entwicklung,2048,ext,235,entwicklung
energie,energie,2049,ext,235,energie
wirtschaft,wirtschaft,2050,ext,235,wirtschaft
stören,stört,2051,ext,235,stört;stören
verantwortung,verantwortung,2052,ext,235,verantwortung
schneiden,schneiden,2053,ext,234,schneiden;geschnitten
zoo,zoo,2054,ext,234,zoo
einst,einst,2055,ext,234,einst
verärgert,verärgert,2056,ext,234,verärgert
üben,üben,2057,ext,234,üben
genießen,genießen,2058,ext,234,genießen;genießt
schatz,schatz,2059,ext,234,schatz
krawatte,krawatte,2061,ext,234,krawatte
verschwinden,verschwinden,2064,ext,234,verschwinden;verschwand
bart,bart,2065,ext,233,bart
sparen,sparen,2066,ext,233,sparen
pullover,pullover,2067,ext,233,pullover
schüchtern,schüchtern,2070,ext,233,schüchtern
bereiten,bereitet,2071,ext,233,bereitet;bereiten
erdbeben,erdbeben,2072,ext,233,erdbeben
lohnen,lohnt,2074,ext,232,lohnt
mailen,mail,2075,ext,231,mail
erlaubnis,erlaubnis,2077,ext,231,erlaubnis
sicherlich,sicherlich,2079,ext,231,sicherlich
test,test,2080,ext,231,test
humor,humor,2081,ext,231,humor
waffe,waffe,2082,ext,231,waffe;waffen
kerl,kerl,2085,ext,231,kerl
überraschung,überraschung,2088,ext,230,überraschung
geschmack,geschmack,2089,ext,230,geschmack
einschlafen,eingeschlafen,2090,ext,230,eingeschlafen;einschlafen
honig,honig,2091,ext,230,honig
kälte,kälte,2097,ext,229,kälte
geräusch,geräusch,2099,ext,229,geräusch
allmählich,allmählich,2100,ext,229,allmählich
kunde,kunden,2101,ext,229,kunden;kunde
stimmen,stimmte,2102,ext,229,stimmte
deck,decke,2104,ext,228,decke
normal,normal,2105,ext,228,normal
ansicht,ansicht,2106,ext,228,ansicht
universum,universum,2107,ext,227,universum;universums
begriff,begriff,2108,ext,227,begriff
verursachen,verursacht,2111,ext,227,verursacht
bildung,bildung,2112,ext,226,bildung
ärger,ärger,2113,ext,226,ärger
schult,schulter,2115,ext,226,schulter
doktor,doktor,2116,ext,226,doktor
höflich,höflich,2117,ext,226,höflich
absolut,absolut,2118,ext,226,absolut
betreten,betreten,2121,ext,226,betreten;betrat
vieles,vieles,2122,ext,226,vieles
verschwunden,verschwunden,2123,ext,225,verschwunden
bestrafen,bestraft,2124,ext,225,bestraft
termin,termin,2125,ext,225,termin
keller,keller,2128,ext,225,keller
womit,womit,2130,ext,225,womit
verwirren,verwirrt,2134,ext,224,verwirrt
hitze,hitze,2135,ext,224,hitze
hervor,hervor,2137,ext,224,hervor
verzeihen,verzeihen,2140,ext,223,verzeihen
reichtum,reichtum,2141,ext,223,reichtum
überlegen,überlegen,2142,ext,223,überlegen;überlegt;überlege
genie,genie,2143,ext,223,genie
abgeschlossen,abgeschlossen,2146,ext,223,abgeschlossen
vorne,vorne,2148,ext,223,vorne
weiterhin,weiterhin,2150,ext,222,weiterhin
erkältung,erkältung,2152,ext,222,erkältung
ehr,ehre,2153,ext,222,ehre
deutlich,deutlich,2154,ext,222,deutlich
achten,achten,2155,ext,222,achten;achte
partei,partei,2156,ext,222,partei
magen,magen,2157,ext,221,magen
frucht,früchte,2160,ext,221,früchte;frucht
stift,stift,2161,ext,221,stift
methode,methode,2162,ext,221,methode
aufpassen,aufpassen,2163,ext,221,aufpassen
publikum,publikum,2164,ext,220,publikum
vermögen,vermögen,2165,ext,220,vermögen;vermag
kollege,kollegen,2166,ext,220,kollegen
kuh,kuh,2167,ext,220,kuh;kühe
engel,engel,2171,ext,219,engel
persönlich,persönlich,2172,ext,219,persönlich
flug,flug,2174,ext,219,flug
rad,rad,2175,ext,219,rad
studium,studium,2176,ext,219,studium
esel,esel,2178,ext,219,esel
diejenigen,diejenigen,2179,ext,218,diejenigen
wechseln,wechseln,2180,ext,218,wechseln;gewechselt
heben,hob,2181,ext,218,hob
schauspiel,schauspieler,2182,ext,218,schauspieler
schriftsteller,schriftsteller,2183,ext,218,schriftsteller
fremd,fremden,2184,ext,218,fremden;fremde;fremder
schmutzig,schmutzig,2185,ext,218,schmutzig
spaziergang,spaziergang,2188,ext,217,spaziergang
talent,talent,2190,ext,217,talent
erschöpft,erschöpft,2191,ext,217,erschöpft
buchstabe,buchstaben,2192,ext,217,buchstaben
backen,gebacken,2193,ext,217,gebacken;backen
kuss,kuss,2194,ext,217,kuss
nochmal,nochmal,2195,ext,216,nochmal
riechen,riecht,2196,ext,216,riecht;riechen
innerhalb,innerhalb,2197,ext,216,innerhalb
rund,rund,2200,ext,215,rund
schützen,schützen,2201,ext,215,schützen
bestanden,bestanden,2202,ext,215,bestanden
raten,riet,2204,ext,215,riet
bär,bären,2205,ext,215,bären;bär
professor,professor,2206,ext,215,professor
aufhalten,aufhalten,2208,ext,215,aufhalten
allgemein,allgemeinen,2213,ext,214,allgemeinen
opa,opa,2216,ext,214,opa
erscheinen,erscheint,2218,ext,214,erscheint;erscheinen;erschien
erneut,erneut,2221,ext,214,erneut
socke,socken,2226,ext,213,socken
vierzig,vierzig,2227,ext,213,vierzig
aufgegeben,aufgegeben,2230,ext,213,aufgegeben
nämlich,nämlich,2232,ext,213,nämlich
hinterlassen,hinterlassen,2233,ext,212,hinterlassen
bevölkerung,bevölkerung,2234,ext,212,bevölkerung
beeilen,beeilen,2235,ext,212,beeilen;beeil
entschloss,entschlossen,2236,ext,212,entschlossen
wohnzimmer,wohnzimmer,2238,ext,212,wohnzimmer
vernunft,vernunft,2239,ext,212,vernunft
kauf,kauf,2240,ext,212,kauf
angenehm,angenehm,2243,ext,211,angenehm
woran,woran,2244,ext,211,woran
praktisch,praktisch,2247,ext,210,praktisch
existieren,existiert,2248,ext,210,existiert;existieren
gepäck,gepäck,2249,ext,210,gepäck
überleben,überleben,2251,ext,210,überleben;überlebt
lippe,lippen,2252,ext,210,lippen
unterstützung,unterstützung,2253,ext,210,unterstützung
union,union,2254,ext,210,union
zweck,zweck,2256,ext,209,zweck
verändern,verändern,2258,ext,209,verändern
kriegen,kriegen,2259,ext,209,kriegen;kriege;kriegt
erfunden,erfunden,2260,ext,209,erfunden
heutig,heutigen,2261,ext,209,heutigen;heutige
fassen,fassen,2264,ext,209,fassen;gefasst
zurückkommen,zurückkommen,2265,ext,208,zurückkommen;zurückgekommen
nerven,nerven,2269,ext,207,nerven
gemeint,gemeint,2270,ext,207,gemeint
diskussion,diskussion,2271,ext,207,diskussion
anziehen,anziehen,2272,ext,207,anziehen;angezogen
vorstellung,vorstellung,2275,ext,206,vorstellung
band,band,2276,ext,206,band
bestellen,bestellt,2278,ext,206,bestellt;bestellen;bestellte
mar,mars,2280,ext,206,mars
erinnerung,erinnerung,2282,ext,205,erinnerung;erinnerungen
eilig,eilig,2284,ext,205,eilig
schneien,schneit,2285,ext,205,schneit;schneien
müll,müll,2288,ext,205,müll;müller
umsonst,umsonst,2289,ext,205,umsonst
irgend,irgend,2290,ext,205,irgend
schwanger,schwanger,2291,ext,204,schwanger
golf,golf,2293,ext,204,golf
meistens,meistens,2299,ext,203,meistens
nass,nass,2300,ext,203,nass
gründe,gründe,2301,ext,203,gründe
nützlich,nützlich,2302,ext,202,nützlich
dringend,dringend,2303,ext,202,dringend
ehefrau,ehefrau,2304,ext,202,ehefrau
gelungen,gelungen,2305,ext,202,gelungen
mitglied,mitglied,2307,ext,202,mitglied;mitglieder
neugierig,neugierig,2309,ext,201,neugierig
bestand,bestand,2315,ext,201,bestand
trennen,getrennt,2316,ext,201,getrennt;trennen
verbindung,verbindung,2317,ext,201,verbindung
kritik,kritik,2318,ext,201,kritik
fuchs,fuchs,2319,ext,201,fuchs
böse,bösen,2320,ext,201,bösen;böses
risiko,risiko,2321,ext,200,risiko
hügel,hügel,2322,ext,200,hügel
armut,armut,2325,ext,200,armut
zunächst,zunächst,2326,ext,200,zunächst
wäsche,wäsche,2327,ext,199,wäsche
geruch,geruch,2330,ext,199,geruch
ausmachen,ausmachen,2331,ext,199,ausmachen
bauch,bauch,2332,ext,199,bauch
beenden,beenden,2334,ext,198,beenden;beendet
öfter,öfter,2335,ext,198,öfter
realität,realität,2336,ext,198,realität
schreien,schrie,2337,ext,198,schrie;schreien;schreit
schlafzimmer,schlafzimmer,2338,ext,198,schlafzimmer
netz,netz,2339,ext,198,netz
kaninchen,kaninchen,2340,ext,197,kaninchen
wiederholen,wiederholen,2341,ext,197,wiederholen;wiederholt
baseball,baseball,2343,ext,197,baseball
benehmen,benehmen,2345,ext,197,benehmen
besucht,besuchte,2346,ext,197,besuchte
kehren,kehrte,2347,ext,197,kehrte
zuviel,zuviel,2348,ext,197,zuviel
verhindern,verhindern,2350,ext,196,verhindern
knopf,knopf,2354,ext,196,knopf
mitternacht,mitternacht,2356,ext,195,mitternacht
gewicht,gewicht,2357,ext,195,gewicht
dritte,dritten,2358,ext,195,dritten;dritte
gelb,gelb,2359,ext,195,gelb
mitnehmen,mitnehmen,2360,ext,195,mitnehmen
respekt,respekt,2361,ext,195,respekt
verlangen,verlangt,2363,ext,195,verlangt;verlangen
kompliziert,kompliziert,2365,ext,194,kompliziert
bürger,bürger,2366,ext,194,bürger
bilden,bilden,2367,ext,194,bilden;bildet
programm,programm,2368,ext,194,programm
bedecken,bedeckt,2369,ext,194,bedeckt
komisch,komisch,2370,ext,194,komisch
ergeben,ergibt,2371,ext,194,ergibt;ergeben
irren,irren,2376,ext,194,irren;geirrt;irrt;irre
zeug,zeug,2378,ext,193,zeug
intelligent,intelligent,2379,ext,193,intelligent
fieber,fieber,2380,ext,193,fieber
grab,grab,2382,ext,193,grab
afrika,afrika,2383,ext,193,afrika
ofen,ofen,2384,ext,193,ofen
nebel,nebel,2387,ext,192,nebel
mai,mai,2388,ext,192,mai
akzent,akzent,2389,ext,192,akzent
video,video,2391,ext,192,video
gemein,gemein,2392,ext,192,gemein
unhöflich,unhöflich,2395,ext,191,unhöflich
fünfzehn,fünfzehn,2398,ext,191,fünfzehn
verfügung,verfügung,2399,ext,191,verfügung
ukraine,ukraine,2401,ext,191,ukraine
amerikanisch,amerikanischen,2404,ext,190,amerikanischen;amerikanische
führerschein,führerschein,2408,ext,190,führerschein
schaf,schafe,2409,ext,190,schafe;schaf
lügner,lügner,2410,ext,190,lügner
gegenseitig,gegenseitig,2412,ext,189,gegenseitig
träumen,geträumt,2413,ext,189,geträumt;träumte;träumt
zahnarzt,zahnarzt,2414,ext,189,zahnarzt
hingegen,hingegen,2416,ext,189,hingegen
freien,freien,2417,ext,189,freien;freie
besprechen,besprechen,2418,ext,189,besprechen
blatt,blatt,2420,ext,189,blatt
werk,werk,2421,ext,189,werk;werke
hof,hof,2422,ext,189,hof
stärk,stärke,2423,ext,189,stärke
bar,bar,2424,ext,189,bar
rasch,rasch,2425,ext,189,rasch
drauf,drauf,2427,ext,189,drauf
team,team,2428,ext,188,team
hergestellt,hergestellt,2429,ext,188,hergestellt
behandeln,behandeln,2430,ext,188,behandeln
löwen,löwen,2431,ext,188,löwen
wut,wut,2432,ext,188,wut
bewegung,bewegung,2436,ext,187,bewegung
mode,mode,2439,ext,187,mode
erfreuen,erfreut,2443,ext,187,erfreut
verständlich,verständlich,2444,ext,187,verständlich
sänger,sänger,2445,ext,187,sänger
akzeptieren,akzeptieren,2446,ext,187,akzeptieren
umgehen,umgehen,2448,ext,187,umgehen
facebook,facebook,2449,ext,187,facebook
erleben,erlebt,2450,ext,187,erlebt;erleben
tugend,tugend,2451,ext,187,tugend
ring,ring,2454,ext,186,ring
griff,griff,2455,ext,186,griff
schwert,schwert,2456,ext,186,schwert
km,km,2457,ext,186,km
freizeit,freizeit,2461,ext,186,freizeit
furcht,furcht,2462,ext,186,furcht
salat,salat,2463,ext,186,salat
begleiten,begleiten,2464,ext,186,begleiten;begleitet
feld,feld,2465,ext,186,feld;felder
kilo,kilo,2466,ext,186,kilo
insekt,insekten,2467,ext,186,insekten
entgegen,entgegen,2468,ext,186,entgegen
toilette,toilette,2470,ext,185,toilette
leiter,leiter,2471,ext,185,leiter
einladung,einladung,2472,ext,185,einladung
hinzu,hinzu,2473,ext,185,hinzu
nieder,nieder,2476,ext,185,nieder
grünen,grünen,2481,ext,184,grünen;grüne
garage,garage,2483,ext,184,garage
brechen,brechen,2484,ext,184,brechen;bricht
karl,karl,2485,ext,184,karl
weigern,weigerte,2488,ext,183,weigerte
viertel,viertel,2489,ext,183,viertel
vollständig,vollständig,2490,ext,183,vollständig
warnen,gewarnt,2491,ext,183,gewarnt
schwach,schwach,2492,ext,183,schwach
miete,miete,2493,ext,183,miete
reifen,reifen,2494,ext,183,reifen
unterstützen,unterstützen,2495,ext,183,unterstützen;unterstützt
klang,klang,2497,ext,183,klang
vorsicht,vorsicht,2498,ext,183,vorsicht
erfüllen,erfüllt,2502,ext,182,erfüllt;erfüllen
verbergen,verbergen,2503,ext,182,verbergen
lediglich,lediglich,2504,ext,182,lediglich
bedarf,bedarf,2506,ext,182,bedarf
besondere,besonderes,2510,ext,181,besonderes;besondere
benötigen,benötigen,2512,ext,181,benötigen;benötigt;benötige
bot,bot,2513,ext,181,bot
koch,koch,2514,ext,181,koch
italienisch,italienisch,2516,ext,180,italienisch
hässlich,hässlich,2518,ext,180,hässlich
april,april,2520,ext,180,april
motorrad,motorrad,2521,ext,180,motorrad
geburt,geburt,2522,ext,180,geburt
diskutieren,diskutieren,2523,ext,180,diskutieren
zaun,zaun,2524,ext,180,zaun
ausländer,ausländer,2526,ext,179,ausländer
titel,titel,2527,ext,179,titel
vorteil,vorteil,2528,ext,179,vorteil;vorteile
fremdsprache,fremdsprache,2530,ext,179,fremdsprache;fremdsprachen
seitdem,seitdem,2532,ext,179,seitdem
vergeben,vergeben,2534,ext,179,vergeben
tritt,tritt,2535,ext,178,tritt
gemälde,gemälde,2537,ext,178,gemälde
höhe,höhe,2538,ext,178,höhe
scharf,scharf,2542,ext,178,scharf
zuhören,zuhören,2545,ext,177,zuhören;zuzuhören
beschreiben,beschreiben,2547,ext,177,beschreiben
drehen,dreht,2548,ext,177,dreht;drehte;drehen
schrank,schrank,2549,ext,177,schrank
gerücht,gerücht,2551,ext,177,gerücht;gerüchte
ähneln,ähnelt,2552,ext,177,ähnelt
begehen,begangen,2553,ext,177,begangen;begehen
drücken,drücken,2554,ext,177,drücken;drückte
fabrik,fabrik,2555,ext,177,fabrik
system,system,2557,ext,177,system
mitarbeiter,mitarbeiter,2558,ext,177,mitarbeiter
wunderschön,wunderschön,2560,ext,176,wunderschön
erwischen,erwischt,2561,ext,176,erwischt
empfehlen,empfehlen,2564,ext,176,empfehlen
muttersprachler,muttersprachler,2565,ext,176,muttersprachler
fortschritt,fortschritt,2566,ext,175,fortschritt;fortschritte
temperatur,temperatur,2567,ext,175,temperatur
mutig,mutig,2568,ext,175,mutig
null,null,2569,ext,175,null
vergehen,vergeht,2570,ext,175,vergeht
billig,billig,2571,ext,175,billig;billiger
lebensmittel,lebensmittel,2572,ext,175,lebensmittel
schweiz,schweiz,2573,ext,175,schweiz
dienstag,dienstag,2574,ext,175,dienstag
teilnehmen,teilnehmen,2576,ext,175,teilnehmen
teppich,teppich,2577,ext,175,teppich
bieten,bietet,2578,ext,175,bietet;bieten
hierbleiben,hierbleiben,2580,ext,175,hierbleiben
zurückkehren,zurückkehren,2581,ext,175,zurückkehren;zurückgekehrt
brunnen,brunnen,2582,ext,175,brunnen
verspätung,verspätung,2583,ext,174,verspätung
elf,elf,2584,ext,174,elf
brennen,brennt,2585,ext,174,brennt
modern,moderne,2588,ext,174,moderne;modernen
affe,affen,2589,ext,174,affen;affe
motor,motor,2590,ext,174,motor
auffallen,aufgefallen,2592,ext,174,aufgefallen
zumindest,zumindest,2593,ext,173,zumindest
gebiet,gebiet,2595,ext,173,gebiet
hell,hell,2596,ext,173,hell
frosch,frosch,2598,ext,173,frosch
flügel,flügel,2600,ext,173,flügel
hobby,hobby,2601,ext,173,hobby
ausleihen,ausleihen,2602,ext,173,ausleihen
wonach,wonach,2604,ext,173,wonach
bewahren,bewahren,2606,ext,173,bewahren
mangel,mangel,2607,ext,173,mangel
knie,knie,2611,ext,172,knie
jan,jane,2612,ext,172,jane
probieren,probieren,2613,ext,172,probieren;probiert
begeistert,begeistert,2614,ext,172,begeistert
kurs,kurs,2617,ext,172,kurs
zeitschrift,zeitschrift,2618,ext,172,zeitschrift
beleidigen,beleidigt,2620,ext,172,beleidigt
absichtlich,absichtlich,2623,ext,171,absichtlich
leidenschaft,leidenschaft,2624,ext,171,leidenschaft
öffentlichkeit,öffentlichkeit,2625,ext,171,öffentlichkeit
runter,runter,2626,ext,171,runter
beobachten,beobachtet,2627,ext,171,beobachtet;beobachten
eile,eile,2628,ext,171,eile
aufzug,aufzug,2630,ext,171,aufzug
herunter,herunter,2631,ext,171,herunter
enden,endet,2632,ext,171,endet;endete
huhn,huhn,2633,ext,171,huhn
han,hans,2635,ext,171,hans
arten,arten,2637,ext,170,arten
rock,rock,2639,ext,170,rock
verkehren,verkehr,2640,ext,170,verkehr
strafe,strafe,2641,ext,170,strafe
anlügen,angelogen,2642,ext,170,angelogen
regelmäßig,regelmäßig,2643,ext,170,regelmäßig
streichen,gestrichen,2644,ext,170,gestrichen;streichen
doppelt,doppelt,2646,ext,170,doppelt
steuer,steuer,2651,ext,170,steuer
gesamt,gesamte,2654,ext,170,gesamte;gesamten
lächerlich,lächerlich,2656,ext,169,lächerlich
köstlich,köstlich,2657,ext,169,köstlich
kontakt,kontakt,2658,ext,169,kontakt
arbeitsplatz,arbeitsplatz,2662,ext,169,arbeitsplatz
gerechtigkeit,gerechtigkeit,2665,ext,168,gerechtigkeit
rasen,rasen,2666,ext,168,rasen
aussicht,aussicht,2668,ext,168,aussicht
paket,paket,2669,ext,168,paket
schutz,schutz,2672,ext,168,schutz
scheiden,scheiden,2673,ext,168,scheiden
ratschlag,ratschläge,2674,ext,168,ratschläge
diesmal,diesmal,2675,ext,168,diesmal
selbstverständlich,selbstverständlich,2677,ext,167,selbstverständlich
rätsel,rätsel,2678,ext,167,rätsel
steuern,steuern,2680,ext,167,steuern
parken,parken,2681,ext,167,parken;geparkt
literatur,literatur,2684,ext,167,literatur
klima,klima,2685,ext,167,klima
latein,latein,2686,ext,167,latein
zeitpunkt,zeitpunkt,2687,ext,167,zeitpunkt
betrügen,betrogen,2688,ext,167,betrogen
atem,atem,2689,ext,167,atem
schwein,schwein,2690,ext,167,schwein
knapp,knapp,2692,ext,166,knapp
beweis,beweis,2693,ext,166,beweis
indien,indien,2694,ext,166,indien
jederzeit,jederzeit,2695,ext,166,jederzeit
bauer,bauern,2697,ext,166,bauern
keinerlei,keinerlei,2700,ext,166,keinerlei
bau,bauer,2701,ext,166,bauer;bau
vergangen,vergangenen,2702,ext,166,vergangenen;vergangen
zustimmen,zustimmen,2704,ext,166,zustimmen
phantasie,phantasie,2705,ext,166,phantasie
nackt,nackt,2706,ext,166,nackt
verdammt,verdammt,2707,ext,165,verdammt
aufgab,aufgaben,2708,ext,165,aufgaben
gerät,gerät,2709,ext,165,gerät
tourist,touristen,2710,ext,165,touristen
betragen,beträgt,2712,ext,165,beträgt
neulich,neulich,2714,ext,165,neulich
juni,juni,2715,ext,164,juni
bord,bord,2716,ext,164,bord
tagebuch,tagebuch,2718,ext,164,tagebuch
fuhren,fuhren,2720,ext,164,fuhren
ausgezeichnet,ausgezeichnet,2721,ext,164,ausgezeichnet
gelingen,gelingt,2723,ext,164,gelingt;gelingen
neuigkeit,neuigkeiten,2727,ext,163,neuigkeiten
qualität,qualität,2728,ext,163,qualität
bewusstsein,bewusstsein,2729,ext,163,bewusstsein
korrekt,korrekt,2732,ext,163,korrekt
schlau,schlau,2734,ext,163,schlau
derzeit,derzeit,2735,ext,163,derzeit
märchen,märchen,2736,ext,163,märchen
furchtbar,furchtbar,2737,ext,163,furchtbar
atmen,atmen,2738,ext,163,atmen
hoffentlich,hoffentlich,2739,ext,163,hoffentlich
abnehmen,abgenommen,2741,ext,162,abgenommen;abnehmen
sorgfältig,sorgfältig,2745,ext,162,sorgfältig
regal,regal,2747,ext,162,regal
gaben,gaben,2748,ext,162,gaben
übermorgen,übermorgen,2749,ext,162,übermorgen
stammen,stammt,2750,ext,162,stammt
wär,wär,2751,ext,162,wär
gebiss,gebissen,2754,ext,161,gebissen
blitz,blitz,2756,ext,161,blitz
verlust,verlust,2757,ext,161,verlust
entwickelt,entwickelt,2759,ext,161,entwickelt
füßen,füßen,2760,ext,161,füßen
irgendein,irgendeine,2763,ext,161,irgendeine;irgendein;irgendeinem
enthalt,enthalten,2764,ext,161,enthalten
armee,armee,2765,ext,161,armee
umgebung,umgebung,2766,ext,161,umgebung
großartig,großartig,2769,ext,161,großartig
weshalb,weshalb,2770,ext,161,weshalb
nahrung,nahrung,2771,ext,160,nahrung
sammeln,sammeln,2773,ext,160,sammeln
portemonnaie,portemonnaie,2774,ext,160,portemonnaie
spitz,spitze,2775,ext,160,spitze
löffel,löffel,2776,ext,160,löffel
anblick,anblick,2777,ext,160,anblick
wüst,wüste,2780,ext,160,wüste
appetit,appetit,2781,ext,159,appetit
taub,taub,2782,ext,159,taub
zuletzt,zuletzt,2783,ext,159,zuletzt
ausgeben,ausgegeben,2784,ext,159,ausgegeben
öl,öl,2785,ext,159,öl
ann,anne,2787,ext,159,anne
namen,namens,2788,ext,159,namens
aufgeregt,aufgeregt,2789,ext,159,aufgeregt
entkommen,entkommen,2790,ext,159,entkommen
einfluss,einfluss,2792,ext,159,einfluss
bäumen,bäumen,2793,ext,159,bäumen
dokument,dokument,2794,ext,159,dokument;dokumente
fahrkarte,fahrkarte,2797,ext,158,fahrkarte
süßigkeit,süßigkeiten,2798,ext,158,süßigkeiten
auswendig,auswendig,2799,ext,158,auswendig
gründen,gründen,2800,ext,158,gründen
teich,teich,2803,ext,158,teich
nirgends,nirgends,2806,ext,158,nirgends
sack,sack,2807,ext,158,sack
zufolge,zufolge,2808,ext,158,zufolge
ursache,ursache,2809,ext,157,ursache
januar,januar,2811,ext,157,januar
fähig,fähig,2813,ext,157,fähig
mitkommen,mitkommen,2814,ext,157,mitkommen
konzentrieren,konzentrieren,2816,ext,156,konzentrieren
dusch,dusche,2817,ext,156,dusche
sicht,sicht,2819,ext,156,sicht
süden,süden,2821,ext,156,süden
west,westen,2823,ext,156,westen
letztlich,letztlich,2824,ext,156,letztlich
außerhalb,außerhalb,2826,ext,156,außerhalb
dienen,dienst,2828,ext,156,dienst;dienen;dient
nation,nation,2829,ext,156,nation;nationen
füttern,füttern,2830,ext,156,füttern
griechenland,griechenland,2831,ext,156,griechenland
mobiltelefon,mobiltelefon,2832,ext,156,mobiltelefon
algier,algier,2834,ext,156,algier
politisch,politische,2836,ext,155,politische;politischen
