form,rank,lemma,group_id,method
fixsterne,56384,fixstern,fixstern,declension
verantwortungslosen,56385,verantwortungslos,verantwortungslos,declension
bambusfasern,56386,bambusfasern,bambusfasern,ungrouped
hineinguckt,56387,hineinguckt,hineinguckt,ungrouped
verlorengeht,56388,verlorengeht,verlorengeht,ungrouped
semantisches,56389,semantisch,semantisch,declension
herben,56390,herb,herb,declension
metier,56391,metier,metier,ungrouped
aufgeschlagene,56392,aufgeschlagen,aufgeschlagen,declension
schoße,56393,schoß,schoß,declension
wirrwar,56394,wirrwar,wirrwar,ungrouped
abstoßenden,56395,abstoßend,abstoßend,declension
vertauschen,56396,vertauschen,vertauschen,ungrouped
gesparten,56397,gespart,gespart,declension
geldvermögen,56398,geldvermögen,geldvermögen,ungrouped
eiswüste,56399,eiswüste,eiswüste,ungrouped
podgorica,56400,podgorica,podgorica,ungrouped
kischinau,56401,kischinau,kischinau,ungrouped
vientiane,56402,vientiane,vientiane,ungrouped
harare,56403,harare,harare,ungrouped
lesotho,56404,lesotho,lesotho,ungrouped
nairobi,56405,nairobi,nairobi,ungrouped
miteinwanderin,56406,miteinwanderin,miteinwanderin,ungrouped
jugendfilm,56407,jugendfilm,jugendfilm,ungrouped
sangr,56408,sangr,sangr,ungrouped
sportsachen,56409,sportsachen,sportsachen,ungrouped
sommertages,56410,sommertag,sommertag,declension
zornesblitze,56411,zornesblitze,zornesblitze,ungrouped
sprühten,56412,sprüht,sprüht,declension
französischsprechende,56413,französischsprechende,französischsprechende,ungrouped
gekommenen,56414,gekommen,gekommen,declension
kindheits,56415,kindheit,kindheit,plural
autobiographischen,56416,autobiographisch,autobiographisch,declension
verkam,56417,verkam,verkam,ungrouped
entringen,56418,entringen,entringen,ungrouped
tugendhafte,56419,tugendhaft,tugendhaft,declension
judasohr,56420,judasohr,judasohr,ungrouped
duftest,56421,duften,duften,verb
diplome,56422,diplom,diplom,declension
weiterkann,56423,weiterkann,weiterkann,ungrouped
reserven,56424,reserven,reserven,ungrouped
klagemauer,56425,klagemauer,klagemauer,ungrouped
leidensweg,56426,leidensweg,leidensweg,ungrouped
kommandierende,56427,kommandierende,kommandierende,ungrouped
unguten,56428,ungut,ungut,declension
exzentriker,56429,exzentriker,exzentriker,ungrouped
gehegt,56430,gehegt,gehegt,ungrouped
erdrücken,56431,erdrücken,erdrücken,ungrouped
ungenügend,56432,ungenügend,ungenügend,ungrouped
synagogen,56433,synagogen,synagogen,ungrouped
entsichere,56434,entsichere,entsichere,ungrouped
dreißigern,56435,dreißigern,dreißigern,ungrouped
rosenberg,56436,rosenberg,rosenberg,ungrouped
festliche,56437,festlich,festlich,declension
driftet,56438,driftet,driftet,ungrouped
drittels,56439,drittel,drittel,plural
grasflecken,56440,grasflecken,grasflecken,ungrouped
beugten,56441,beugt,beugt,declension
grünliche,56442,grünlich,grünlich,declension
rubins,56443,rubin,rubin,plural
heiratsplänen,56444,heiratsplänen,heiratsplänen,ungrouped
freundschaftsvertrag,56445,freundschaftsvertrag,freundschaftsvertrag,ungrouped
lam,56446,lam,lam,ungrouped
einfanden,56447,einfanden,einfanden,ungrouped
regenreichen,56448,regenreichen,regenreichen,ungrouped
respektlosigkeit,56449,respektlosigkeit,respektlosigkeit,ungrouped
pikste,56450,pikste,pikste,ungrouped
geburts,56451,geburt,geburt,plural
verlöschung,56452,verlöschung,verlöschung,ungrouped
unterlage,56453,unterlag,unterlag,declension
stadtparlament,56454,stadtparlament,stadtparlament,ungrouped
brustimplantate,56455,brustimplantate,brustimplantate,ungrouped
zeitnot,56456,zeitnot,zeitnot,ungrouped
logischem,56457,logisch,logisch,declension
terrassen,56458,terrassen,terrassen,ungrouped
rückwärtssalto,56459,rückwärtssalto,rückwärtssalto,ungrouped
verblichenen,56460,verblichen,verblichen,declension
schreibers,56461,schreiber,schreiber,plural
usbekisch,56462,usbekisch,usbekisch,ungrouped
anpreist,56463,anpreist,anpreist,ungrouped
mogadischu,56464,mogadischu,mogadischu,ungrouped
regierungsumbildung,56465,regierungsumbildung,regierungsumbildung,ungrouped
kurznachrichten,56466,kurznachricht,kurznachricht,declension
entgegenkam,56467,entgegenkam,entgegenkam,ungrouped
losgekommen,56468,losgekommen,losgekommen,ungrouped
feldbett,56469,feldbett,feldbett,ungrouped
selbstgerechte,56470,selbstgerecht,selbstgerecht,declension
stolzesten,56471,stolzesten,stolzesten,ungrouped
staatsrats,56472,staatsrat,staatsrat,plural
freitage,56473,freitag,freitag,declension
unerträgliches,56474,unerträglich,unerträglich,declension
heuchlerin,56475,heuchlerin,heuchlerin,ungrouped
launischer,56476,launisch,launisch,declension
apriltag,56477,apriltag,apriltag,ungrouped
primärsozialisation,56478,primärsozialisation,primärsozialisation,ungrouped
sekundärsozialisation,56479,sekundärsozialisation,sekundärsozialisation,ungrouped
heimes,56480,heim,heim,declension
nebenordnenden,56481,nebenordnenden,nebenordnenden,ungrouped
unterordnenden,56482,unterordnenden,unterordnenden,ungrouped
gastiert,56483,gastiert,gastiert,ungrouped
veterinär,56484,veterinär,veterinär,ungrouped
überblickte,56485,überblickt,überblickt,declension
unartige,56486,unartig,unartig,declension
füßlein,56487,füßlein,füßlein,ungrouped
tanzschuhe,56488,tanzschuhe,tanzschuhe,ungrouped
bewahrheiten,56489,bewahrheiten,bewahrheiten,ungrouped
rieselten,56490,rieselt,rieselt,declension
buntesten,56491,buntesten,buntesten,ungrouped
informativen,56492,informativ,informativ,declension
farbenprächtig,56493,farbenprächtig,farbenprächtig,ungrouped
umstrittene,56494,umstritten,umstritten,declension
formulars,56495,formular,formular,plural
bierbrauen,56496,bierbrauen,bierbrauen,ungrouped
gehirnfunktionen,56497,gehirnfunktion,gehirnfunktion,declension
befürchteten,56498,befürchtet,befürchtet,declension
mignon,56499,mignon,mignon,ungrouped
meisterhaften,56500,meisterhaft,meisterhaft,declension
rezitiert,56501,rezitiert,rezitiert,ungrouped
geschenkte,56502,geschenkt,geschenkt,declension
verklage,56503,verklagen,verklagen,verb
bedünken,56504,bedünken,bedünken,ungrouped
zudringlichkeit,56505,zudringlichkeit,zudringlichkeit,ungrouped
weltfern,56506,weltfern,weltfern,ungrouped
verzerrtes,56507,verzerrt,verzerrt,declension
unzen,56508,unzen,unzen,ungrouped
wechselfälle,56509,wechselfälle,wechselfälle,ungrouped
fachsprachen,56510,fachsprachen,fachsprachen,ungrouped
vergessener,56511,vergessen,vergessen,declension
rumlaufen,56512,rumlaufen,rumlaufen,ungrouped
zänkische,56513,zänkisch,zänkisch,declension
enttäuschter,56514,enttäuscht,enttäuscht,declension
lesbarer,56515,lesbar,lesbar,declension
versteuern,56516,versteuern,versteuern,ungrouped
straßenschlachten,56517,straßenschlachten,straßenschlachten,ungrouped
kauert,56518,kauert,kauert,ungrouped
positioniert,56519,positioniert,positioniert,ungrouped
abwendung,56520,abwendung,abwendung,ungrouped
feststehen,56521,feststehen,feststehen,ungrouped
nützlicheres,56522,nützlicher,nützlicher,declension
unwegsamen,56523,unwegsamen,unwegsamen,ungrouped
ordnungsliebender,56524,ordnungsliebender,ordnungsliebender,ungrouped
unternehmern,56525,unternehmern,unternehmern,ungrouped
aktualisierungen,56526,aktualisierung,aktualisierung,declension
zitterspinne,56527,zitterspinne,zitterspinne,ungrouped
zimtpulver,56528,zimtpulver,zimtpulver,ungrouped
zimmerpreise,56529,zimmerpreise,zimmerpreise,ungrouped
reflexzonen,56530,reflexzonen,reflexzonen,ungrouped
naturmedizin,56531,naturmedizin,naturmedizin,ungrouped
unbewaffnete,56532,unbewaffnet,unbewaffnet,declension
ideogramme,56533,ideogramme,ideogramme,ungrouped
einzuordnen,56534,einzuordnen,einzuordnen,ungrouped
haltungen,56535,haltung,haltung,declension
innenräumen,56536,innenräumen,innenräumen,ungrouped
sparflamme,56537,sparflamme,sparflamme,ungrouped
vogelbeertrauben,56538,vogelbeertrauben,vogelbeertrauben,ungrouped
symbolisch,56539,symbolisch,symbolisch,ungrouped
totschießen,56540,totschießen,totschießen,ungrouped
protzen,56541,protzen,protzen,ungrouped
trachteten,56542,trachtet,trachtet,declension
jahresring,56543,jahresring,jahresring,ungrouped
friedensplan,56544,friedensplan,friedensplan,ungrouped
torpedieren,56545,torpedieren,torpedieren,ungrouped
hosenröhren,56546,hosenröhren,hosenröhren,ungrouped
französischwörterbücher,56547,französischwörterbücher,französischwörterbücher,ungrouped
acerolakirschen,56548,acerolakirschen,acerolakirschen,ungrouped
siebzehnmal,56549,siebzehnmal,siebzehnmal,ungrouped
mitmachst,56550,mitmachen,mitmachen,verb
freimütiger,56551,freimütig,freimütig,declension
theisten,56552,theisten,theisten,ungrouped
demütigungen,56553,demütigung,demütigung,declension
hemmschuh,56554,hemmschuh,hemmschuh,ungrouped
ausbeuter,56555,ausbeuter,ausbeuter,ungrouped
seenplatte,56556,seenplatte,seenplatte,ungrouped
gefallener,56557,gefallen,gefallen,declension
machtvoller,56558,machtvoll,machtvoll,declension
pseudonymen,56559,pseudonym,pseudonym,declension
vorlagen,56560,vorlag,vorlag,declension
urgermanisches,56561,urgermanische,urgermanische,plural
ökologisches,56562,ökologisch,ökologisch,declension
militärputsch,56563,militärputsch,militärputsch,ungrouped
verständnisvolle,56564,verständnisvoll,verständnisvoll,declension
promille,56565,promille,promille,ungrouped
manufaktur,56566,manufaktur,manufaktur,ungrouped
werkzeugs,56567,werkzeug,werkzeug,plural
geistloser,56568,geistloser,geistloser,ungrouped
auswüchsen,56569,auswüchsen,auswüchsen,ungrouped
generaldirektors,56570,generaldirektor,generaldirektor,plural
kriegsrecht,56571,kriegsrecht,kriegsrecht,ungrouped
haarspaltern,56572,haarspaltern,haarspaltern,ungrouped
untermauerung,56573,untermauerung,untermauerung,ungrouped
herne,56574,herne,herne,ungrouped
autoverkehr,56575,autoverkehr,autoverkehr,ungrouped
weissagen,56576,weissagen,weissagen,ungrouped
kinderhände,56577,kinderhände,kinderhände,ungrouped
körben,56578,körben,körben,ungrouped
absolutismus,56579,absolutismus,absolutismus,ungrouped
sonnenkönig,56580,sonnenkönig,sonnenkönig,ungrouped
laubblätter,56581,laubblätter,laubblätter,ungrouped
collagen,56582,collagen,collagen,ungrouped
sensationeller,56583,sensationell,sensationell,declension
habgierige,56584,habgierig,habgierig,declension
durchdringende,56585,durchdringende,durchdringende,ungrouped
weitersprach,56586,weitersprach,weitersprach,ungrouped
tierliebhaber,56587,tierliebhaber,tierliebhaber,ungrouped
igelin,56588,igelin,igelin,ungrouped
emporgehoben,56589,emporgehoben,emporgehoben,ungrouped
undurchdringlich,56590,undurchdringlich,undurchdringlich,ungrouped
räumlichkeit,56591,räumlichkeit,räumlichkeit,ungrouped
gymnastikübungen,56592,gymnastikübungen,gymnastikübungen,ungrouped
furchterregende,56593,furchterregend,furchterregend,declension
röhricht,56594,röhricht,röhricht,ungrouped
angkor,56595,angkor,angkor,ungrouped
niedrigzinsphase,56596,niedrigzinsphase,niedrigzinsphase,ungrouped
erzählband,56597,erzählband,erzählband,ungrouped
grass,56598,grass,grass,ungrouped
vokativ,56599,vokativ,vokativ,ungrouped
scheidende,56600,scheiden,scheiden,verb
herüberkam,56601,herüberkam,herüberkam,ungrouped
angeberischer,56602,angeberisch,angeberisch,declension
verwaisten,56603,verwaist,verwaist,declension
gesondertes,56604,gesondert,gesondert,declension
feldherrn,56605,feldherrn,feldherrn,ungrouped
gespannter,56606,gespannt,gespannt,declension
pragmatischen,56607,pragmatisch,pragmatisch,declension
sexsymbol,56608,sexsymbol,sexsymbol,ungrouped
zugtüren,56609,zugtür,zugtür,declension
einheitliches,56610,einheitlich,einheitlich,declension
spötteln,56611,spötteln,spötteln,ungrouped
geschäftlicher,56612,geschäftlich,geschäftlich,declension
bewaldete,56613,bewaldet,bewaldet,declension
wittert,56614,wittert,wittert,ungrouped
programmheft,56615,programmheft,programmheft,ungrouped
aurora,56616,aurora,aurora,ungrouped
borealis,56617,borealis,borealis,ungrouped
tiefschürfenden,56618,tiefschürfenden,tiefschürfenden,ungrouped
geistlosen,56619,geistlosen,geistlosen,ungrouped
plakatieren,56620,plakatieren,plakatieren,ungrouped
wollet,56621,wollen,wollen,verb
königtum,56622,königtum,königtum,ungrouped
erfahrungsaustausch,56623,erfahrungsaustausch,erfahrungsaustausch,ungrouped
vierundzwanzigste,56624,vierundzwanzigste,vierundzwanzigste,ungrouped
ärmster,56625,ärmster,ärmster,ungrouped
zersprungen,56626,zersprungen,zersprungen,ungrouped
staatsgebilde,56627,staatsgebilde,staatsgebilde,ungrouped
attribute,56628,attribut,attribut,declension
pastellfarben,56629,pastellfarben,pastellfarben,ungrouped
say,56630,say,say,ungrouped
militärschlag,56631,militärschlag,militärschlag,ungrouped
arbeitssprache,56632,arbeitssprache,arbeitssprache,ungrouped
gleichwertigkeit,56633,gleichwertigkeit,gleichwertigkeit,ungrouped
nachzubilden,56634,nachzubilden,nachzubilden,ungrouped
umdisponieren,56635,umdisponieren,umdisponieren,ungrouped
bekämest,56636,bekämest,bekämest,ungrouped
bestärken,56637,bestärken,bestärken,ungrouped
korrekturvorschlag,56638,korrekturvorschlag,korrekturvorschlag,ungrouped
erwachten,56639,erwacht,erwacht,declension
erlagen,56640,erlag,erlag,declension
teilgebiet,56641,teilgebiet,teilgebiet,ungrouped
einzuspannen,56642,einzuspannen,einzuspannen,ungrouped
hinterrücks,56643,hinterrück,hinterrück,plural
wem's,56644,wem's,wem's,ungrouped
engpass,56645,engpass,engpass,ungrouped
gönnten,56646,gönnt,gönnt,declension
cheese,56647,cheese,cheese,ungrouped
woll,56648,woll,woll,ungrouped
kippschalter,56649,kippschalter,kippschalter,ungrouped
amourösen,56650,amourösen,amourösen,ungrouped
anteils,56651,anteil,anteil,plural
interagierte,56652,interagiert,interagiert,declension
rasselt,56653,rasselt,rasselt,ungrouped
leichtfertige,56654,leichtfertig,leichtfertig,declension
phönizier,56655,phönizier,phönizier,ungrouped
federvieh,56656,federvieh,federvieh,ungrouped
wertlosen,56657,wertlos,wertlos,declension
vielfachen,56658,vielfach,vielfach,declension
mystik,56659,mystik,mystik,ungrouped
gallische,56660,gallisch,gallisch,declension
kontrahenten,56661,kontrahent,kontrahent,declension
krankheitsfälle,56662,krankheitsfälle,krankheitsfälle,ungrouped
gegensätzlich,56663,gegensätzlich,gegensätzlich,ungrouped
wachrütteln,56664,wachrütteln,wachrütteln,ungrouped
wetterharter,56665,wetterharter,wetterharter,ungrouped
mäßiges,56666,mäßig,mäßig,declension
widerschein,56667,widerschein,widerschein,ungrouped
ungleichung,56668,ungleichung,ungleichung,ungrouped
kubische,56669,kubische,kubische,ungrouped
meerenge,56670,meerenge,meerenge,ungrouped
verwunschenen,56671,verwunschenen,verwunschenen,ungrouped
zauberers,56672,zauberer,zauberer,plural
hinstellte,56673,hinstellte,hinstellte,ungrouped
eingefallene,56674,eingefallen,eingefallen,declension
verflüchtigte,56675,verflüchtigt,verflüchtigt,declension
ausgeblichenes,56676,ausgeblichenes,ausgeblichenes,ungrouped
durchdringendes,56677,durchdringende,durchdringende,plural
verrichteten,56678,verrichtet,verrichtet,declension
kommandieren,56679,kommandieren,kommandieren,ungrouped
eingeweiden,56680,eingeweiden,eingeweiden,ungrouped
kausalitäten,56681,kausalität,kausalität,declension
verkehrsreichen,56682,verkehrsreich,verkehrsreich,declension
missverstehst,56683,missverstehst,missverstehst,ungrouped
assoziativen,56684,assoziativen,assoziativen,ungrouped
linkseins,56685,linkseins,linkseins,ungrouped
linksinversen,56686,linksinversen,linksinversen,ungrouped
rechtseins,56687,rechtseins,rechtseins,ungrouped
rechtsinvertierbar,56688,rechtsinvertierbar,rechtsinvertierbar,ungrouped
dreinblickenden,56689,dreinblickend,dreinblickend,declension
äuglein,56690,äuglein,äuglein,ungrouped
mett,56691,mett,mett,ungrouped
düs,56692,düs,düs,ungrouped
kleidchen,56693,kleidchen,kleidchen,ungrouped
davongeflogen,56694,davongeflogen,davongeflogen,ungrouped
journalistische,56695,journalistisch,journalistisch,declension
küssende,56696,küssen,küssen,verb
unbeliebten,56697,unbeliebt,unbeliebt,declension
weltbevölkerungstag,56698,weltbevölkerungstag,weltbevölkerungstag,ungrouped
weltdiabetestag,56699,weltdiabetestag,weltdiabetestag,ungrouped
weltumwelttag,56700,weltumwelttag,weltumwelttag,ungrouped
kardierte,56701,kardiert,kardiert,declension
rinderstall,56702,rinderstall,rinderstall,ungrouped
kraftwerks,56703,kraftwerk,kraftwerk,plural
dreizehnmal,56704,dreizehnmal,dreizehnmal,ungrouped
lamb,56705,lamb,lamb,ungrouped
religionskriege,56706,religionskriege,religionskriege,ungrouped
trends,56707,trend,trend,plural
zügelt,56708,zügelt,zügelt,ungrouped
birkenhain,56709,birkenhain,birkenhain,ungrouped
ginevra,56710,ginevra,ginevra,ungrouped
lancelot,56711,lancelot,lancelot,ungrouped
blökenden,56712,blökend,blökend,declension
gebliebene,56713,geblieben,geblieben,declension
umschweif,56714,umschweif,umschweif,ungrouped
psychiatrischer,56715,psychiatrischer,psychiatrischer,ungrouped
selbstgemachtes,56716,selbstgemacht,selbstgemacht,declension
herrscherin,56717,herrscherin,herrscherin,ungrouped
gartentür,56718,gartentür,gartentür,ungrouped
gartenpforte,56719,gartenpforte,gartenpforte,ungrouped
geölte,56720,geölt,geölt,declension
vorhalle,56721,vorhalle,vorhalle,ungrouped
wikipedianer,56722,wikipedianer,wikipedianer,ungrouped
geschlechtlichkeit,56723,geschlechtlichkeit,geschlechtlichkeit,ungrouped
betreffs,56724,betreff,betreff,plural
erwehrt,56725,erwehrt,erwehrt,ungrouped
ehrlichsten,56726,ehrlichsten,ehrlichsten,ungrouped
herzberg,56727,herzberg,herzberg,ungrouped
erkennungszeichen,56728,erkennungszeichen,erkennungszeichen,ungrouped
fusionsprozessen,56729,fusionsprozessen,fusionsprozessen,ungrouped
mühevolle,56730,mühevoll,mühevoll,declension
obamas,56731,obama,obama,plural
perfideste,56732,perfideste,perfideste,ungrouped
ungefährdet,56733,ungefährdet,ungefährdet,ungrouped
teetrinker,56734,teetrinker,teetrinker,ungrouped
tafelwasser,56735,tafelwasser,tafelwasser,ungrouped
öffnendes,56736,öffnende,öffnende,plural
öffnende,56737,öffnen,öffnen,verb
umzugraben,56738,umzugraben,umzugraben,ungrouped
brüllenden,56739,brüllenden,brüllenden,ungrouped
edirne,56740,edirne,edirne,ungrouped
mehmed,56741,mehmed,mehmed,ungrouped
unbequemlichkeit,56742,unbequemlichkeit,unbequemlichkeit,ungrouped
wohlwollende,56743,wohlwollend,wohlwollend,declension
äonen,56744,äonen,äonen,ungrouped
gesäßtasche,56745,gesäßtasche,gesäßtasche,ungrouped
emporblickte,56746,emporblickt,emporblickt,declension
freistilschwimmen,56747,freistilschwimmen,freistilschwimmen,ungrouped
schmetterlingsschwimmen,56748,schmetterlingsschwimmen,schmetterlingsschwimmen,ungrouped
metamorphose,56749,metamorphose,metamorphose,ungrouped
unpersönliche,56750,unpersönlich,unpersönlich,declension
abgrenzung,56751,abgrenzung,abgrenzung,ungrouped
unmerkliches,56752,unmerklich,unmerklich,declension
freistil,56753,freistil,freistil,ungrouped
grüßten,56754,grüßt,grüßt,declension
teilnahmen,56755,teilnahm,teilnahm,declension
knäuel,56756,knäuel,knäuel,ungrouped
tibetische,56757,tibetisch,tibetisch,declension
bezeichnend,56758,bezeichnen,bezeichnen,verb
antagonismus,56759,antagonismus,antagonismus,ungrouped
produktivkräften,56760,produktivkräften,produktivkräften,ungrouped
nordschweden,56761,nordschweden,nordschweden,ungrouped
putzes,56762,putz,putz,declension
unfruchtbarkeit,56763,unfruchtbarkeit,unfruchtbarkeit,ungrouped
viertels,56764,viertel,viertel,plural
hafencity,56765,hafencity,hafencity,ungrouped
stecht,56766,stechen,stechen,verb
entwicklungsvorhaben,56767,entwicklungsvorhaben,entwicklungsvorhaben,ungrouped
öko,56768,öko,öko,ungrouped
köpfte,56769,köpft,köpft,declension
doktorin,56770,doktorin,doktorin,ungrouped
beleibtheit,56771,beleibtheit,beleibtheit,ungrouped
patro,56772,patro,patro,ungrouped
patron,56773,patron,patron,ungrouped
geringschätzung,56774,geringschätzung,geringschätzung,ungrouped
fallstrick,56775,fallstrick,fallstrick,ungrouped
erkennender,56776,erkennender,erkennender,ungrouped
zuzuschließen,56777,zuzuschließen,zuzuschließen,ungrouped
philharmonie,56778,philharmonie,philharmonie,ungrouped
durchlöchertes,56779,durchlöchert,durchlöchert,declension
eurigen,56780,eurigen,eurigen,ungrouped
rabenschwarzen,56781,rabenschwarz,rabenschwarz,declension
goldstaub,56782,goldstaub,goldstaub,ungrouped
amstel,56783,amstel,amstel,ungrouped
aufgewirbelt,56784,aufgewirbelt,aufgewirbelt,ungrouped
hinauswill,56785,hinauswill,hinauswill,ungrouped
unheilbaren,56786,unheilbar,unheilbar,declension
geruhsam,56787,geruhsam,geruhsam,ungrouped
exporteur,56788,exporteur,exporteur,ungrouped
cleverer,56789,clever,clever,declension
startsignal,56790,startsignal,startsignal,ungrouped
verkehrsfluss,56791,verkehrsfluss,verkehrsfluss,ungrouped
netzhaut,56792,netzhaut,netzhaut,ungrouped
unkundig,56793,unkundig,unkundig,ungrouped
transsexuell,56794,transsexuell,transsexuell,ungrouped
superheldin,56795,superheldin,superheldin,ungrouped
beförderungsmittel,56796,beförderungsmittel,beförderungsmittel,ungrouped
zusammenfügt,56797,zusammenfügt,zusammenfügt,ungrouped
rotglühend,56798,rotglühend,rotglühend,ungrouped
rebellin,56799,rebellin,rebellin,ungrouped
liebesbezeigungen,56800,liebesbezeigungen,liebesbezeigungen,ungrouped
stadtparks,56801,stadtpark,stadtpark,plural
barhocker,56802,barhocker,barhocker,ungrouped
vorräten,56803,vorräten,vorräten,ungrouped
herzufinden,56804,herzufinden,herzufinden,ungrouped
heiseren,56805,heiser,heiser,declension
litauischen,56806,litauisch,litauisch,declension
herkömmliche,56807,herkömmlich,herkömmlich,declension
morphologische,56808,morphologische,morphologische,ungrouped
möblierung,56809,möblierung,möblierung,ungrouped
beginns,56810,beginn,beginn,plural
separate,56811,separat,separat,declension
diskrete,56812,diskret,diskret,declension
universalität,56813,universalität,universalität,ungrouped
depots,56814,depots,depots,ungrouped
klassifizierung,56815,klassifizierung,klassifizierung,ungrouped
händeschütteln,56816,händeschütteln,händeschütteln,ungrouped
schnelleres,56817,schneller,schneller,declension
beinstellen,56818,beinstellen,beinstellen,ungrouped
nächtlich,56819,nächtlich,nächtlich,ungrouped
prüfungsdatum,56820,prüfungsdatum,prüfungsdatum,ungrouped
vielfarbige,56821,vielfarbige,vielfarbige,ungrouped
grischa,56822,grischa,grischa,ungrouped
belauert,56823,belauert,belauert,ungrouped
moosigen,56824,moosigen,moosigen,ungrouped
umweltschaden,56825,umweltschaden,umweltschaden,ungrouped
aufgeweckter,56826,aufgeweckt,aufgeweckt,declension
herrenlose,56827,herrenlos,herrenlos,declension
dossier,56828,dossi,dossi,declension
blumengesteck,56829,blumengesteck,blumengesteck,ungrouped
militaristen,56830,militaristen,militaristen,ungrouped
abstellt,56831,abstellen,abstellen,verb
ereignisreichen,56832,ereignisreich,ereignisreich,declension
gesteckten,56833,gesteckt,gesteckt,declension
schäumenden,56834,schäumend,schäumend,declension
bruchstücken,56835,bruchstück,bruchstück,declension
einsieht,56836,einsieht,einsieht,ungrouped
unzahl,56837,unzahl,unzahl,ungrouped
verbluten,56838,verbluten,verbluten,ungrouped
pflegemutter,56839,pflegemutter,pflegemutter,ungrouped
altgroßeltern,56840,altgroßeltern,altgroßeltern,ungrouped
unwettern,56841,unwettern,unwettern,ungrouped
meerestiefen,56842,meerestiefen,meerestiefen,ungrouped
hießest,56843,hießen,hießen,verb
charmeur,56844,charmeur,charmeur,ungrouped
rechtecks,56845,rechteck,rechteck,plural
ap,56846,ap,ap,ungrouped
pad,56847,pad,pad,ungrouped
imageschaden,56848,imageschaden,imageschaden,ungrouped
modulo,56849,modulo,modulo,ungrouped
prüfende,56850,prüfen,prüfen,verb
empfänglich,56851,empfänglich,empfänglich,ungrouped
schallende,56852,schallend,schallend,declension
kommest,56853,kommen,kommen,verb
offenzulassen,56854,offenzulassen,offenzulassen,ungrouped
betonmischung,56855,betonmischung,betonmischung,ungrouped
kirchturms,56856,kirchturm,kirchturm,plural
herausgetreten,56857,herausgetreten,herausgetreten,ungrouped
totenschädel,56858,totenschädel,totenschädel,ungrouped
bebaut,56859,bebaut,bebaut,ungrouped
hingehörte,56860,hingehört,hingehört,declension
wahlwerbung,56861,wahlwerbung,wahlwerbung,ungrouped
rankte,56862,rankt,rankt,declension
zerrissener,56863,zerrissen,zerrissen,declension
kriegsminister,56864,kriegsminister,kriegsminister,ungrouped
scherzanrufe,56865,scherzanrufe,scherzanrufe,ungrouped
flussnahen,56866,flussnahen,flussnahen,ungrouped
energischen,56867,energisch,energisch,declension
straßenhändler,56868,straßenhändler,straßenhändler,ungrouped
verkramt,56869,verkramt,verkramt,ungrouped
entstellte,56870,entstellt,entstellt,declension
volksrecht,56871,volksrecht,volksrecht,ungrouped
dirigierten,56872,dirigiert,dirigiert,declension
produktionsprozess,56873,produktionsprozess,produktionsprozess,ungrouped
parteivorsitzende,56874,parteivorsitzende,parteivorsitzende,ungrouped
entschuldigend,56875,entschuldigen,entschuldigen,verb
ratterte,56876,rattert,rattert,declension
nahelegt,56877,nahelegt,nahelegt,ungrouped
managern,56878,managern,managern,ungrouped
zauberfee,56879,zauberfee,zauberfee,ungrouped
interstellaren,56880,interstellaren,interstellaren,ungrouped
fließenden,56881,fließend,fließend,declension
schneeluft,56882,schneeluft,schneeluft,ungrouped
träumerischer,56883,träumerisch,träumerisch,declension
himmelsmeer,56884,himmelsmeer,himmelsmeer,ungrouped
balustrade,56885,balustrade,balustrade,ungrouped
gemüsefeld,56886,gemüsefeld,gemüsefeld,ungrouped
kapselhotel,56887,kapselhotel,kapselhotel,ungrouped
piksieben,56888,piksieben,piksieben,ungrouped
karobuben,56889,karobuben,karobuben,ungrouped
unanständiges,56890,unanständig,unanständig,declension
elementarteilchenphysik,56891,elementarteilchenphysik,elementarteilchenphysik,ungrouped
winteranfang,56892,winteranfang,winteranfang,ungrouped
lieblingsgemüse,56893,lieblingsgemüse,lieblingsgemüse,ungrouped
zermarterte,56894,zermartert,zermartert,declension
unachtsamerweise,56895,unachtsamerweise,unachtsamerweise,ungrouped
mehret,56896,mehret,mehret,ungrouped
betrauern,56897,betrauern,betrauern,ungrouped
autobahnausfahrt,56898,autobahnausfahrt,autobahnausfahrt,ungrouped
ausgebreiteten,56899,ausgebreitet,ausgebreitet,declension
aufkündigen,56900,aufkündigen,aufkündigen,ungrouped
hasset,56901,hasset,hasset,ungrouped
angstschrei,56902,angstschrei,angstschrei,ungrouped
vorgehens,56903,vorgehen,vorgehen,plural
fußnote,56904,fußnote,fußnote,ungrouped
unappetitlich,56905,unappetitlich,unappetitlich,ungrouped
erträgliche,56906,erträglich,erträglich,declension
typographisch,56907,typographisch,typographisch,ungrouped
kinderstuhl,56908,kinderstuhl,kinderstuhl,ungrouped
kostbarkeit,56909,kostbarkeit,kostbarkeit,ungrouped
entzweien,56910,entzwei,entzwei,declension
borke,56911,borke,borke,ungrouped
neuwahlen,56912,neuwahlen,neuwahlen,ungrouped
trödeln,56913,trödeln,trödeln,ungrouped
laues,56914,lau,lau,declension
alkoholikern,56915,alkoholikern,alkoholikern,ungrouped
gästezimmers,56916,gästezimmer,gästezimmer,plural
harscher,56917,harsch,harsch,declension
schonungsloser,56918,schonungslos,schonungslos,declension
umzugskartons,56919,umzugskartons,umzugskartons,ungrouped
ansteckendes,56920,ansteckend,ansteckend,declension
notleidenden,56921,notleidend,notleidend,declension
barmherziger,56922,barmherzig,barmherzig,declension
